,level,l1,l2,l3,l4,序号,条款,资料,审计程序,判断条件,结构,审计子程序
32,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.2 访问控制,6.1.4.2 测评单元(L1-CES1-04),L1-CES1-04,应重命名或删除默认账户，修改默认账户的默认口令；,终端和服务器等设备中的操作系统(包括宿主机和虚拟机操作系统)、网络设备(包括虚拟网络设备)、安全设备(包括虚拟安全设备)、移动终端、移动终端管理系统、移动终端管理客户端、感知节点设备、网关节点设备、控制设备、业务应用系统、数据库管理系统、中间件和系统管理软件及系统设计文档等；,1) 应核查是否已经重命名默认账户或默认账户已被删除；2) 应核查是否已修改默认账户的默认口令；,若1)或2)测评实施结论为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.2 访问控制/6.1.4.2 测评单元(L1-CES1-04), 应核查是否已修改默认账户的默认口令；
33,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.2 访问控制,6.1.4.2 测评单元(L1-CES1-05),L1-CES1-05,应及时删除或停用多余的、过期的账户，避免共享账户的存在；,终端和服务器等设备中的操作系统(包括宿主机和虚拟机操作系统)、网络设备(包括虚拟网络设备)、安全设备(包括虚拟安全设备)、移动终端、移动终端管理系统、移动终端管理客户端、感知节点设备、网关节点设备、控制设备、业务应用系统、数据库管理系统、中间件和系统管理软件及系统设计文档等；,1) 应核查是否不存在多余或过期账户，管理员用户与账户之间是否一一对应；2) 应核查多余的、过期的账户是否被删除或停用；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.2 访问控制/6.1.4.2 测评单元(L1-CES1-05), 应核查是否不存在多余或过期账户，管理员用户与账户之间是否一一对应
34,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.2 访问控制,6.1.4.2 测评单元(L1-CES1-05),L1-CES1-05,应及时删除或停用多余的、过期的账户，避免共享账户的存在；,终端和服务器等设备中的操作系统(包括宿主机和虚拟机操作系统)、网络设备(包括虚拟网络设备)、安全设备(包括虚拟安全设备)、移动终端、移动终端管理系统、移动终端管理客户端、感知节点设备、网关节点设备、控制设备、业务应用系统、数据库管理系统、中间件和系统管理软件及系统设计文档等；,1) 应核查是否不存在多余或过期账户，管理员用户与账户之间是否一一对应；2) 应核查多余的、过期的账户是否被删除或停用；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.2 访问控制/6.1.4.2 测评单元(L1-CES1-05), 应核查多余的、过期的账户是否被删除或停用；
35,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.3 入侵防范,6.1.4.3 测评单元(L1-CES1-06),L1-CES1-06,应遵循最小安装，仅安装需要的组件和应用程序；,终端和服务器等设备中的操作系统(包括宿主机和虚拟机操作系统)、网络设备(包括虚拟网络设备)、安全设备(包括虚拟安全设备)、移动终端、移动终端管理系统、移动终端管 理客户端、感知节点设备、网关节点设备和控制设备等；,1) 应核查是否遵循最小安装；2) 应确认是否未安装非必要的组件和应用程序；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.3 入侵防范/6.1.4.3 测评单元(L1-CES1-06), 应核查是否遵循最小安装
36,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.3 入侵防范,6.1.4.3 测评单元(L1-CES1-06),L1-CES1-06,应遵循最小安装，仅安装需要的组件和应用程序；,终端和服务器等设备中的操作系统(包括宿主机和虚拟机操作系统)、网络设备(包括虚拟网络设备)、安全设备(包括虚拟安全设备)、移动终端、移动终端管理系统、移动终端管 理客户端、感知节点设备、网关节点设备和控制设备等；,1) 应核查是否遵循最小安装；2) 应确认是否未安装非必要的组件和应用程序；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.3 入侵防范/6.1.4.3 测评单元(L1-CES1-06), 应确认是否未安装非必要的组件和应用程序；
37,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.3 入侵防范,6.1.4.3 测评单元(L1-CES1-07),L1-CES1-07,应关闭不需要的系统服务、默认共享和高危端口；,终端和服务器等设备中的操作系统(包括宿主机和虚拟机操作系统)、网络设备(包括虚拟网络设备)、安全设备(包括虚拟安全设备)、移动终端、移动终端管理系统、移动终端管理客户端、感知节点设备、网关节点设备和控制设备等；,1) 应核查是否关闭了非必要的系统服务和默认共享；2) 应核查是否不存在非必要的高危端口；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.3 入侵防范/6.1.4.3 测评单元(L1-CES1-07), 应核查是否关闭了非必要的系统服务和默认共享
38,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.3 入侵防范,6.1.4.3 测评单元(L1-CES1-07),L1-CES1-07,应关闭不需要的系统服务、默认共享和高危端口；,终端和服务器等设备中的操作系统(包括宿主机和虚拟机操作系统)、网络设备(包括虚拟网络设备)、安全设备(包括虚拟安全设备)、移动终端、移动终端管理系统、移动终端管理客户端、感知节点设备、网关节点设备和控制设备等；,1) 应核查是否关闭了非必要的系统服务和默认共享；2) 应核查是否不存在非必要的高危端口；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.3 入侵防范/6.1.4.3 测评单元(L1-CES1-07), 应核查是否不存在非必要的高危端口；
39,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.4 恶意代码防范,6.1.4.4 测评单元(L1-CES1-08),L1-CES1-08,应安装防恶意代码软件或配置具有相应功能的软件，并定期进行升级和更新防恶意代码库；,终端和服务器等设备中的操作系统(包括宿主机和虚拟机操作系统)和移动终端等；,1) 应核查是否安装了防恶意代码软件或相应功能的软件；2) 应核查是否定期进行升级和更新防恶意代码库；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.4 恶意代码防范/6.1.4.4 测评单元(L1-CES1-08), 应核查是否安装了防恶意代码软件或相应功能的软件
40,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.4 恶意代码防范,6.1.4.4 测评单元(L1-CES1-08),L1-CES1-08,应安装防恶意代码软件或配置具有相应功能的软件，并定期进行升级和更新防恶意代码库；,终端和服务器等设备中的操作系统(包括宿主机和虚拟机操作系统)和移动终端等；,1) 应核查是否安装了防恶意代码软件或相应功能的软件；2) 应核查是否定期进行升级和更新防恶意代码库；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.4 恶意代码防范/6.1.4.4 测评单元(L1-CES1-08), 应核查是否定期进行升级和更新防恶意代码库；
41,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.5 可信验证,6.1.4.5 测评单元(L1-CES1-09),L1-CES1-09,可基于可信根对计算设备的系统引导程序、系统程序等进行可信验证，并在检测到其可信性受到破坏后进行报警；,提供可信验证的设备或组件；,1) 应核查是否基于可信根对计算设备的系统引导程序、系统程序等进行可信验证；2) 应核查当检测到计算设备的可信性受到破坏后是否进行报警；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.5 可信验证/6.1.4.5 测评单元(L1-CES1-09), 应核查是否基于可信根对计算设备的系统引导程序、系统程序等进行可信验证
42,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.5 可信验证,6.1.4.5 测评单元(L1-CES1-09),L1-CES1-09,可基于可信根对计算设备的系统引导程序、系统程序等进行可信验证，并在检测到其可信性受到破坏后进行报警；,提供可信验证的设备或组件；,1) 应核查是否基于可信根对计算设备的系统引导程序、系统程序等进行可信验证；2) 应核查当检测到计算设备的可信性受到破坏后是否进行报警；,若1)和2)测评实施结论均为是，则符合本测评单元指标要求；测评实施结论均为否，则不符合本测评单元指标要求；否则部分符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.5 可信验证/6.1.4.5 测评单元(L1-CES1-09), 应核查当检测到计算设备的可信性受到破坏后是否进行报警；
43,第一级安全测评要求,6.1 安全测评通用要求,6.1.4 安全计算环境,6.1.4.6 数据完整性,6.1.4.6 测评单元(L1-CES1-10),L1-CES1-10,应采用校验技术保证重要数据在传输过程中的完整性；,业务应用系统、数据库管理系统、中间件和系统管理软件及系统设计文档等；,应核查系统设计文档，重要管理数据、重要业务数据在传输过程中是否采用了校验技术或密码技术保证完整性；,若以上测评实施结论为是，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第一级安全测评要求/6.1 安全测评通用要求/6.1.4 安全计算环境/6.1.4.6 数据完整性/6.1.4.6 测评单元(L1-CES1-10),应核查系统设计文档，重要管理数据、重要业务数据在传输过程中是否采用了校验技术或密码技术保证完整性；
