,level,l1,l2,l3,序号,条款,资料,审计程序,判断条件,结构,审计子程序
40,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.5 防火,L3-PES1-20,机房应设置消防逃生通道，同时应保证机房内各分区到各消防通道的道路通畅，方便人员逃生时使用，在机房通道上应设置显著的消防标志。（F3）,机房。,1) 应核查机房是否设置消防逃生通道，并核查机房内各分区到各消防通道的道路是否通畅。2) 应核查消防逃生通道上是否设置显著的消防标志。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.5 防火, 应核查消防逃生通道上是否设置显著的消防标志。
41,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.6 防水和防潮,L3-PES1-21,应采取措施防止雨水通过机房窗户、屋顶和墙壁渗透。,机房。,应核查窗户、屋顶和墙壁是否采取了防雨水渗透的措施。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.6 防水和防潮,应核查窗户、屋顶和墙壁是否采取了防雨水渗透的措施。
42,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.6 防水和防潮,L3-PES1-22,应采取措施防止机房内水蒸气结露和地下积水的转移与渗透。,机房。,1) 应核查机房内是否采取了防止水蒸气结露的措施。2) 应核查机房内是否采取了排泄地下积水，防止地下积水渗透的措施。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.6 防水和防潮, 应核查机房内是否采取了防止水蒸气结露的措施
43,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.6 防水和防潮,L3-PES1-22,应采取措施防止机房内水蒸气结露和地下积水的转移与渗透。,机房。,1) 应核查机房内是否采取了防止水蒸气结露的措施。2) 应核查机房内是否采取了排泄地下积水，防止地下积水渗透的措施。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.6 防水和防潮, 应核查机房内是否采取了排泄地下积水，防止地下积水渗透的措施。
44,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.6 防水和防潮,L3-PES1-23,为便于地下积水的转移，漏水隐患区域地面周围应设排水沟或地漏等排水设施，当采用吊顶上布置空调风口时，风口位置不宜设置在设备正上方以避免水蒸气结露和渗透。（F3）,机房。,1) 应核查机房内漏水隐患区域地面周围是否设置排水沟或地漏等排水设施。2) 当采用吊顶上布置空调风口时，应核查机房风口位置是否没有设置在设备正上方。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.6 防水和防潮, 应核查机房内漏水隐患区域地面周围是否设置排水沟或地漏等排水设施
45,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.6 防水和防潮,L3-PES1-23,为便于地下积水的转移，漏水隐患区域地面周围应设排水沟或地漏等排水设施，当采用吊顶上布置空调风口时，风口位置不宜设置在设备正上方以避免水蒸气结露和渗透。（F3）,机房。,1) 应核查机房内漏水隐患区域地面周围是否设置排水沟或地漏等排水设施。2) 当采用吊顶上布置空调风口时，应核查机房风口位置是否没有设置在设备正上方。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.6 防水和防潮, 当采用吊顶上布置空调风口时，应核查机房风口位置是否没有设置在设备正上方。
46,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.6 防水和防潮,L3-PES1-24,应安装对水敏感的检测仪表或元件，对机房进行防水检测和报警。,机房防水检测设施。,1) 应核查机房内是否安装了对水敏感的检测装置。2) 应核查防水检测和报警装置是否启用。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.6 防水和防潮, 应核查机房内是否安装了对水敏感的检测装置
47,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.6 防水和防潮,L3-PES1-24,应安装对水敏感的检测仪表或元件，对机房进行防水检测和报警。,机房防水检测设施。,1) 应核查机房内是否安装了对水敏感的检测装置。2) 应核查防水检测和报警装置是否启用。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.6 防水和防潮, 应核查防水检测和报警装置是否启用。
48,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.6 防水和防潮,L3-PES1-25,应对温湿度调节设备安装漏水报警装置，并设置防水堤，还应注意冷却塔、泵、水箱等供水设备的防冻、防火措施。（F3）,机房防水检测设施。,1) 应核查机房内是否对温湿度调节设备安装漏水报警装置，并设置防水堤。2) 应核查冷却塔、泵、水箱等供水设备是否具有防冻、防火措施。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.6 防水和防潮, 应核查机房内是否对温湿度调节设备安装漏水报警装置，并设置防水堤
49,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.6 防水和防潮,L3-PES1-25,应对温湿度调节设备安装漏水报警装置，并设置防水堤，还应注意冷却塔、泵、水箱等供水设备的防冻、防火措施。（F3）,机房防水检测设施。,1) 应核查机房内是否对温湿度调节设备安装漏水报警装置，并设置防水堤。2) 应核查冷却塔、泵、水箱等供水设备是否具有防冻、防火措施。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.6 防水和防潮, 应核查冷却塔、泵、水箱等供水设备是否具有防冻、防火措施。
50,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.7 防静电,L3-PES1-26,应采用防静电地板或地面并采用必要的接地防静电措施。,机房。,1) 应核查机房内是否安装了防静电地板或地面。2) 应核查机房内是否采用了接地防静电措施。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.7 防静电, 应核查机房内是否安装了防静电地板或地面
51,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.7 防静电,L3-PES1-26,应采用防静电地板或地面并采用必要的接地防静电措施。,机房。,1) 应核查机房内是否安装了防静电地板或地面。2) 应核查机房内是否采用了接地防静电措施。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.7 防静电, 应核查机房内是否采用了接地防静电措施。
52,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.7 防静电,L3-PES1-27,应采取措施防止静电的产生，例如采用静电消除器、佩戴防静电手环等。,机房。,应核查机房内是否配备了防静电设备。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.7 防静电,应核查机房内是否配备了防静电设备。
53,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.7 防静电,L3-PES1-28,主机房和辅助区内的工作台面宜采用导静电或静电耗散材料。（F3）,机房。,应核查机房内主机房和辅助区内的工作台面是否采用导静电或静电耗散材料。,如果以上测评实施内容为肯定，则符合本测评单元指标要求，否则不符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.7 防静电,应核查机房内主机房和辅助区内的工作台面是否采用导静电或静电耗散材料。
54,第三级测评要求,7.1 安全测评通用要求,7.1.1 安全物理环境,7.1.1.8 温湿度控制,L3-PES1-29,应设置温湿度自动调节设施，使机房温湿度的变化在设备运行所允许的范围之内。,机房温湿度调节设施。,1) 应核查机房内是否配备了专用空调。2) 应核查机房内温湿度是否在设备运行所允许的范围之内。,如果1）和2）均为肯定，则符合本测评单元指标要求，否则不符合或部分符合本测评单元指标要求。,第三级测评要求/7.1 安全测评通用要求/7.1.1 安全物理环境/7.1.1.8 温湿度控制, 应核查机房内是否配备了专用空调
